Ortholog_Group	mean	median	min	max	std	skew
N/A (orthology not determined for pseudogenes)	73.0	78.0	35.0	92.0	18.156725108528427	-1.8290359151817852
OG6_100000	53.91428571428571	50.0	37.0	82.0	11.835568100809844	1.1553960706039619
OG6_100001	44.0	44.0	41.0	47.0	4.242640687119285	
OG6_100006	63.25	65.5	40.0	85.0	14.196243634614522	-0.12770686713951562
OG6_100007	38.0	38.0	38.0	38.0		
OG6_100011	67.1978021978022	67.0	32.0	94.0	14.561772082063943	-0.21132768804846594
OG6_100012	78.31159420289855	91.0	29.0	95.0	19.864063845962182	-1.1945870102088891
OG6_100013	62.869565217391305	65.0	47.0	82.0	8.868442668378641	-0.3271855477682885
OG6_100014	84.27692307692308	86.0	57.0	92.0	5.245556727804531	-4.449140356039653
OG6_100018	88.93023255813954	89.0	59.0	94.0	5.753343166571869	-2.877550427489915
OG6_100020	61.132075471698116	62.0	36.0	80.0	10.08242518110876	-0.36851914089108284
OG6_100022	72.5	80.0	45.0	86.0	14.78926036765268	-1.1712688270933884
OG6_100025	79.32515337423312	86.0	37.0	93.0	13.821670136456717	-1.4490532811564358
OG6_100026	76.32768361581921	79.0	36.0	92.0	8.979457094808911	-1.5504601090826808
OG6_100029	51.4	49.0	49.0	57.0	3.5777087639996634	1.257788237343633
OG6_100032	48.0	48.0	48.0	48.0		
OG6_100035	66.47368421052632	79.0	45.0	79.0	14.736079763072189	-0.3631909827942346
OG6_100036	46.0	46.0	46.0	46.0		
OG6_100037	47.0	47.0	36.0	58.0	15.556349186104045	
OG6_100040						
OG6_100045	70.54807692307692	75.0	50.0	91.0	12.534131891969531	-0.5022558799438295
OG6_100047	44.0	44.0	44.0	44.0		
OG6_100048	63.0	63.0	63.0	63.0		
OG6_100049	63.37837837837838	64.0	46.0	77.0	6.295688245538016	-0.5739456729790526
OG6_100052	76.2	77.5	48.0	87.0	7.09212979892118	-1.8236887271145328
OG6_100053	64.75	70.0	33.0	81.0	17.889179055303998	-0.7650468021163974
OG6_100054						
OG6_100059	80.98571428571428	81.0	31.0	91.0	8.949929733580309	-3.3014533437147358
OG6_100060	61.0	61.0	61.0	61.0		
OG6_100061	62.0	62.0	62.0	62.0		
OG6_100064	78.28947368421052	77.0	76.0	91.0	3.798348821469537	3.1716880896853414
OG6_100067	53.0	53.0	53.0	53.0		
OG6_100069						
