A0A7G2BYP5	86
A0A7G2BYF2	60
A0A7G2BYV1	89
A0A7G2C401	39
A0A7G2C1P4	83
A0A7G2BZY7	83
A0A7G2BZD0	81
S9VL15	82
A0A7G2C1M0	94
A0A7G2BYQ6	87
A0A7G2BYH8	73
S9VQ24	79
A0A7G2C0C5	65
A0A7G2C409	80
A0A7G2C1Q6	69
A0A7G2BZZ9	84
A0A7G2BZE1	74
A0A7G2BYH9	57
S9VK99	91
A0A7G2BYJ0	53
A0A7G2BYX6	94
A0A7G2C0D5	77
A0A7G2C420	49
A0A7G2C1R8	77
S9WU29	90
A0A7G2BZF1	83
S9UMV4	86
S9WUZ4	85
A0A7G2BYS7	80
A0A7G2BYK4	81
S9UMP2	67
A0A7G2C0E9	84
A0A7G2C1S8	46
A0A7G2C020	82
A0A7G2BZG1	56
A0A7G2BYK2	85
S9X4Q6	90
A0A7G2BYT9	85
A0A7G2BYL9	83
A0A7G2BYZ5	79
A0A7G2C0F8	59
A0A7G2C442	67
A0A7G2C1T6	68
A0A7G2C037	81
S9V3H3	93
A0A7G2BYL3	86
A0A7G2C1R5	85
S9VTB9	85
A0A7G2BYN6	42
A0A7G2BZ07	54
S9VUG3	71
S9VM35	97
A0A7G2C1U6	92
A0A7G2C047	92
S9VBP1	96
A0A7G2BYM7	82
U5KLG6	83
A0A7G2C1S4	68
A0A7G2BYV9	76
A0A7G2BYP8	28
A0A7G2BZ29	79
A0A7G2C0H7	46
A0A7G2C466	75
A0A7G2C1V5	79
A0A7G2C057	79
A0A7G2BZJ1	71
A0A7G2BYN8	94
A0A7G2C1T7	85
A0A7G2BYW9	57
A0A7G2BYR4	79
A0A7G2BZ39	53
A0A7G2C0I6	55
A0A7G2C477	77
A0A7G2C072	37
A0A7G2BZK5	72
A0A7G2BYQ7	98
A0A7G2C1W9	56
A0A7G2BYY4	82
A0A7G2BYS6	50
A0A7G2C0K0	62
A0A7G2C493	77
A0A7G2C1X0	76
A0A7G2C082	75
A0A7G2BZL6	37
A0A7G2BYS2	67
A0A7G2C1X7	63
A0A7G2BYZ4	71
A0A7G2BYU0	56
A0A7G2BZ64	71
S9WZ69	77
A0A7G2C4A7	74
A0A7G2C1X6	47
A0A7G2C093	63
A0A7G2BZM6	84
S9VBA6	86
A0A7G2C1Y5	73
A0A7G2BZ08	83
S9V6B7	85
A0A7G2BZ76	51
A0A7G2C0M8	57
A0A7G2C1Y9	54
A0A7G2C0A2	40
A0A7G2BZN7	37
A0A7G2BYU6	50
A0A7G2C200	59
A0A7G2BZ18	56
A0A7G2BYW4	71
A0A7G2BZ89	54
A0A7G2C0P2	54
